scenario_id,repetition_number,random_seed,started_at,duration_seconds,total_requests,successful_requests,failed_requests,success_rate,avg_latency_ms,p95_latency_ms,detection_time_seconds,nodes_quarantined
collusion_3_nodes_no_defense,1,3001,1785851333.5031419,277.85,410,410,0,1.0,72.66,102.57,,[]
